stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,81.73,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,4.09,0,0,0,12.26,65.38,4.09,0,0,0,0,0,0,0,0,0
72hpf,4.28,10.7,0,0,6.42,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,5.35,0,0,0,351.96,20.33,1.07,1.07,6.42,0,0,3.21,0,0,0,0
21Day,1.34,5.35,1.34,6.69,0,0,0,0,0,0,0,0,0,4.02,5.35,0,1.34,2.68,12.05,0,0,0,153.93,12.05,9.37,1.34,4.02,1.34,0,8.03,2.68,0,0,2.68
3Month,0,13.12,1.6,29.12,0,0,0.64,15.36,2.56,0,0,19.2,3.84,2.88,13.12,0.96,2.88,1.6,3.84,0.32,0.32,0.64,57.27,0.32,59.51,0.32,0.64,1.6,11.52,0.96,0,1.6,627.42,4.8
22Month,0,3.28,0.55,4.92,0,0.55,0,4.37,1.64,1.64,0,16.4,0,2.19,7.65,0,0,3.28,1.09,0.55,0.55,0.55,30.61,1.09,44.83,1.09,0.55,0,0,1.64,0,0,1.09,1.64
