stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,4.09,0,0,0,0,0,4.09,65.38,8.17,0,0,0,0,12.26,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,0,0,0,0,0,0,0,0,0,0,6.42,10.7,2.14,1.07,0,0,0,0,9.63,3.21,1.07,1.07,0,2.14,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,20.08,0,0,4.02,0,4.02,0,2.68,2.68,20.08,2.68,1.34,6.69,28.11,5.35,0,0,0,1.34,8.03,2.68,1.34,0,0,5.35,1.34,0,0,0,0,2.68,0,0,21.42
3Month,0.32,2.88,1.28,87.35,0.32,1.92,1.6,15.36,42.55,0,55.03,46.07,9.92,27.2,8.64,13.12,42.87,9.6,0.96,0.32,15.68,7.04,3.52,0.64,2.88,0.96,0,0.64,3.2,0.64,56.95,0.32,0.32,0,9.6,20.16,90.55
22Month,0,6.01,2.19,42.09,0,2.73,1.09,8.2,101.13,7.65,89.65,37.72,26.79,26.79,2.19,3.83,81.45,22.96,0,2.73,7.65,0,2.73,1.09,4.92,2.19,0.55,0.55,2.73,0,10.93,1.09,0.55,0,1.09,0,46.47
