stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,24.52,0,0,0,0,0,0,4.09,0,0,0,0,57.21,874.49,20.43,8.17,0,0,0,0,0,110.33,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,96.28,0,9.63,0,1.07,0,1.07,0,0,0,1.07,0,43.86,1279.47,2.14,17.12,0,0,1.07,0,79.16,36.37,0,0,16.05,0,0,8.56,1.07,0,0,0,0,0
21Day,4.02,0,0,327.94,1.34,9.37,0,0,0,14.72,0,2.68,1.34,18.74,1.34,54.88,305.19,93.7,12.05,0,2.68,4.02,0,18.74,8.03,0,1.34,8.03,2.68,0,5.35,2.68,2.68,4.02,0,0,17.4
3Month,0,1.6,0.32,209.25,0,0,0.32,0.32,1.6,7.36,0,8.96,9.92,1.6,3.84,72.31,6.4,67.19,2.88,1.6,0,0.32,2.24,3.52,0,0.64,0,0.32,1.6,3.2,0.64,0,0,0,0.32,1.6,52.15
22Month,0,0.55,0.55,51.39,0,0,0.55,0,0.55,2.19,0,18.04,21.32,1.64,3.28,10.93,2.73,50.29,1.09,0,0,0,0,1.09,0,0,0.55,0,0,0,0,1.09,0,0,0,0,24.05
