stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,20.43,49.04,0,0,0,0,40.86,3244.61,0,0,0,4.09,0,0,4.09,0,0,4.09,0,0
72hpf,40.65,4.28,0,19.26,1.07,16.05,0,0,0,1.07,1.07,0,0,0,2.14,0,19.26,35.3,6.42,114.47,0,32.09,2.14,2.14,1258.07,970.3,13.91,4.28,0,118.75,14.98,0,265.31,0,3.21,12.84,0,0
21Day,17.4,1.34,0,13.39,2.68,8.03,0,2.68,0,1.34,0,0,5.35,1.34,2.68,4.02,1.34,6.69,4.02,165.98,0,0,6.69,1.34,344,203.46,8.03,2.68,0,40.16,16.06,1.34,70.94,4.02,4.02,5.35,0,0
3Month,0,1.28,0.32,16.64,0.32,0,0,0,0.64,1.6,3.52,0,13.12,4.16,0.32,3.2,5.12,7.04,9.6,25.92,2.24,0,3.2,8.64,5.76,2.56,38.39,0,0,0.64,2.88,18.24,2.24,0,0,1.28,0.96,7.36
22Month,0,1.09,0.55,21.87,0,0,1.64,0.55,0,6.01,3.28,3.28,49.75,3.28,0.55,6.56,0.55,2.73,6.56,38.81,3.28,2.73,2.19,0,14.76,4.37,31.71,1.09,1.64,0.55,0.55,28.43,2.19,1.09,0,1.09,0,4.92
