stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,7.49,1.07,22.47,0,0,0,1.07,0,0,0,0,0,3.21,26.74,1.07,17.12,0,0,1.07,1.07,87.72,23.54,1.07,0,12.84,0,0,0,3.21,1.07,0,1.07,0,0,0
21Day,8.03,1.34,0,40.16,1.34,80.31,0,5.35,0,2.68,0,1.34,4.02,14.72,0,1.34,20.08,9.37,21.42,0,0,2.68,0,30.79,16.06,0,1.34,10.71,2.68,0,0,0,0,4.02,0,0,0,6.69
3Month,0,1.92,0,14.08,0,0,0.64,0.64,5.44,9.92,0,20.8,7.36,0.64,6.08,0.64,8.32,5.12,3.52,0.64,0.32,4.16,0.96,2.24,0,0,0.64,0.64,1.92,0,4.8,0,0,0,0,2.56,1.6,3.52
22Month,0,2.19,0.55,5.47,0,0,0,0.55,1.64,25.69,3.28,45.37,4.37,1.09,11.48,0.55,2.19,7.65,2.73,0.55,0.55,1.64,0,1.09,0.55,4.92,1.09,0.55,0,0.55,0.55,0.55,0.55,0,0,1.09,0,4.92
