stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,3.21,1.07,0,0,0,0,0,0,0,0,0,0,3.21,1.07,3.21,0,0,0,0,7.49,3.21,0,0,0,2.14,0,0,0,0,0,0,0
21Day,0,0,0,8.03,0,0,1.34,0,0,0,0,0,0,0,1.34,2.68,2.68,16.06,0,0,0,0,5.35,2.68,1.34,0,0,1.34,0,1.34,1.34,0,0,0,2.68
3Month,0,2.88,0.64,46.71,0,0.32,0.32,4.8,23.68,0,22.08,21.44,2.56,12.8,1.6,21.44,13.44,29.12,15.68,0,0.64,2.88,1.92,0.64,2.56,1.28,0,1.28,2.24,148.14,0.64,0.32,4.8,221.72,35.83
22Month,0,5.47,1.64,24.05,0,1.09,0,4.37,26.24,6.56,72.16,5.47,1.64,36.08,0,3.83,20.77,23.51,1.64,4.37,1.64,0,1.09,0.55,0.55,2.19,0.55,3.28,0,51.39,2.73,0,1.09,0,9.84
