stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,4.09,0,20.43,0,0,0,0,0,0,0,0,0,0,8.17,16.35,8.17,0,0,0,0,4209,212.49,0,0,0,0,0,0,0,0,0,2014.6,0,0,0
72hpf,52.42,16.05,0,48.14,9.63,105.91,0,2.14,1.07,2.14,0,0,0,24.61,159.4,3.21,85.58,0,1.07,4.28,1.07,8177.48,366.94,1.07,7.49,0,133.72,2.14,0,50.28,2.14,1.07,7855.48,0,0,0
21Day,6.69,0,5.35,38.82,0,48.19,0,4.02,2.68,13.39,0,12.05,4.02,1.34,16.06,13.39,49.53,0,0,4.02,0,390.85,25.43,0,0,0,14.72,45.51,2.68,2.68,6.69,21.42,1618.29,0,0,8.03
3Month,0,0,0,2.56,0,0,0.32,0,0.32,3.2,0.96,0,0.96,0.64,0.64,0,0.64,0.32,0,0,0,0,0,0,0,0,0,0.64,8.96,0,0,0,20.16,0.64,14.08,0.64
22Month,0,0,0,1.64,0,0,0,0,0,4.37,0,0,0,0,0,0.55,1.09,0,0,0,0,0,0,0,0,0.55,0,0,4.37,0,0,0,0,0,0,0.55
