stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36.78,24.52,0,159.37,0,0,0,4.09,0,8.17,0,12.26,0,0,0,0,36.78,16.35,49.04,126.68,0,0,0,0,85.81,15920.63,134.85,0,12.26,0,0,0,0,0,208.41,0,0,0
72hpf,123.03,28.88,0,63.12,9.63,105.91,0,2.14,0,1.07,0,0,0,0,3.21,0,29.95,278.15,28.88,191.49,0,11.77,3.21,1.07,12069.38,5771.52,152.98,10.7,191.49,3.21,0,310.24,11.77,9.63,134.79,0,0,0
21Day,72.28,9.37,4.02,330.62,0,116.45,0,4.02,0,4.02,0,0,9.37,4.02,17.4,14.72,6.69,277.08,25.43,84.33,1.34,1.34,8.03,0,4219.06,1109.64,168.66,4.02,38.82,74.96,0,89.68,22.76,44.17,8.03,5.35,0,18.74
3Month,0,2.88,0.96,231,0,0,0.32,0,0.64,2.88,0,0,21.12,8,0.32,9.92,1.6,45.11,7.04,13.12,2.24,0,1.6,2.88,68.79,13.12,345.23,1.6,0.64,1.92,11.2,47.99,0.32,0,10.24,0.64,4.8,5.76
22Month,1.64,3.83,1.64,73.25,0.55,0,0.55,0,2.73,10.93,2.73,0,105.5,3.28,1.09,16.95,0.55,9.84,10.93,34.44,1.09,1.09,2.19,0,130.1,4.37,358.06,2.73,0,0.55,19.13,169.46,2.73,0,4.37,0,0,4.92
