stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,16.35,0,0,4.09,0,4.09,0,4.09,0,0,0,0,0,36.78,0,0,0,0,0,0,57.21,4.09,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,4.28,0,1.07,0,3.21,0,0,0,1.07,0,4.28,3.21,1.07,7.49,0,0,0,0,31.02,19.26,2.14,0,2.14,0,1.07,4.28,0,0,0,0,0
21Day,5.35,1.34,2.68,0,0,0,0,8.03,0,0,0,1.34,0,0,2.68,0,1.34,0,0,0,0,8.03,5.35,0,0,0,1.34,6.69,2.68,0,0,0,0,6.69
3Month,0.96,0.64,111.66,0.96,2.56,0,2.24,9.28,0.32,24.64,22.08,1.28,7.68,5.12,4.8,4.8,5.44,1.6,0.64,2.24,4.16,7.36,0.64,2.24,0.64,0,4.8,145.26,0.96,0,1.28,3.2,399.62,28.8
22Month,0,1.09,60.68,0,0,0,0,18.04,7.11,44.28,4.37,0.55,5.47,0.55,1.09,4.37,5.47,0,1.09,0.55,0.55,2.73,0,5.47,0.55,0,0,40.45,3.28,1.09,0,0,0.55,8.75
