stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,17.12,3.21,0,7.49,2.14,7.49,0,0,0,0,0,0,1.07,0,6.42,11.77,1.07,11.77,0,3.21,1.07,0,1878.55,34.23,2.14,12.84,22.47,0,0,8.56,0,1.07,3.21,0,0,0
21Day,4.02,4.02,2.68,16.06,4.02,20.08,2.68,0,1.34,0,5.35,1.34,8.03,1.34,2.68,9.37,4.02,17.4,0,0,9.37,0,738.87,10.71,12.05,9.37,9.37,16.06,0,6.69,0,9.37,2.68,0,0,1.34
3Month,0,0.64,0.32,8.32,0.32,0,0,1.6,2.24,0.32,12.16,2.24,0.32,1.92,0.64,2.56,1.6,3.84,1.6,0,1.28,0.64,20.48,0.64,33.59,0.64,0.32,1.6,13.12,0.32,0,0,0,0.64,4.48,12.48
22Month,0,2.73,0.55,6.01,0,0,0.55,0,9.29,2.19,51.39,2.19,0.55,8.75,0,1.09,1.64,6.56,0.55,1.64,2.19,0.55,26.79,0,47.56,1.64,0,0,15.31,3.83,1.64,0,0,0,0,7.11
