stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.28,8.17,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,1.07,25.67,0,1.07,0,7.49,0,0,0,1.07,0,1.07,17.12,318.8,1.07,0,1.07,0,0,24.61,3.21,0,1.07,2.14,0,0,0,1.07,0,0,0,0,0
21Day,1.34,0,0,12.05,1.34,49.53,0,6.69,0,5.35,0,1.34,34.8,8.03,1.34,0,4.02,82.99,5.35,0,0,0,0,10.71,0,0,0,1.34,4.02,0,0,0,1.34,1.34,0,0,21.42
3Month,1.28,1.6,0.96,23.68,0,0,2.88,1.92,6.72,179.49,0,32.31,1218.37,7.68,8.64,3.2,11.2,229.72,9.92,2.88,0,3.52,3.2,0.64,0.64,3.2,0.64,0.64,4.16,6.08,2.56,0.64,0.96,0,5.76,8.64,39.35
22Month,0,4.92,0,9.84,0,0,3.28,1.64,2.73,303.39,2.73,39.36,261.3,11.48,5.47,0,4.92,334.55,12.57,3.83,0.55,0.55,0,2.19,0,0.55,1.09,0,0,0,3.83,0.55,0.55,0,1.09,0,44.28
