stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,4.09,0,0,0,0,0,0,0,0,0,24.52,0,4.09,4.09,0,0,0,28.6,12.26,416.81,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,13.91,0,0,0,0,0,0,0,0,0,0,0,1.07,0,2.14,0,0,0,5.35,40.65,33.16,0,0,0,5.35,0,0,28.88,4.28,0,0,0
21Day,0,0,0,9.37,8.03,1.34,0,0,0,0,0,0,0,0,0,0,0,1.34,1.34,0,0,1.34,0,1.34,6.69,0,0,0,0,1.34,1.34,0,8.03,0,0,0
3Month,0.32,1.28,1.28,152.62,6.72,0,0.32,0.96,3.2,4.8,0.32,39.35,6.72,0.96,12.16,21.12,5.44,8.96,13.76,4.16,0.32,2.88,7.36,27.2,0.32,1.6,2.24,0,0.64,5.12,47.03,0.32,3.52,2.56,1809.63,4.16
22Month,0.55,2.73,0.55,84.18,1.64,0,0,0,0.55,1.64,1.64,21.32,0.55,0,1.09,3.83,0.55,2.73,3.83,0,0,0.55,1.64,5.47,1.64,0,0,0.55,0,0,56.31,1.64,0,0,13.67,1.09
