stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,12.26,0,0,0,0,4.09,339.17,0,0,4.09,0,0,0,0,0,0,0
72hpf,16.05,0,0,1.07,1.07,3.21,0,0,0,0,0,0,0,0,0,3.21,5.35,0,20.33,0,0,0,0,174.38,77.02,0,0,40.65,0,0,17.12,0,0,0,0
21Day,13.39,0,0,5.35,1.34,4.02,0,0,0,1.34,0,0,1.34,1.34,0,1.34,8.03,2.68,41.49,0,0,1.34,0,49.53,30.79,0,0,8.03,1.34,0,4.02,4.02,0,0,0
3Month,0,0,0,13.76,0,0,0,0.32,0,1.28,0.32,18.24,1.28,0.32,3.52,2.88,4.8,5.76,15.68,0.64,0,1.28,1.6,0.64,0.32,1.28,0.32,0,1.28,2.88,0.32,0,0.32,1.28,2.56
22Month,0.55,1.09,0.55,7.11,0.55,0,0.55,0,1.64,9.29,13.67,97.85,2.19,0,9.29,2.19,2.19,4.37,12.03,0,3.28,0.55,0.55,1.09,0.55,1.64,1.09,0.55,0.55,1.09,0.55,0,0,0,0.55
