stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,0,8.17,0,0,0,8.17,0,0,0,0,0,0,0
72hpf,0,0,0,8.56,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,10.7,0,0,0,0,0,0,17.12,1.07,0,0,0,6.42,0,1.07,0,0,0,0,0
21Day,12.05,1.34,0,683.99,0,9.37,0,5.35,0,0,0,0,0,1.34,5.35,0,29.45,269.05,17.4,16.06,0,0,18.74,0,18.74,17.4,0,0,0,6.69,18.74,5.35,0,1.34,0,0,1.34
3Month,0.64,3.2,10.88,743.88,0.64,0,2.24,0.32,0.64,45.75,9.92,0,22.08,10.56,0.32,18.88,58.87,25.92,16.64,8.32,1.6,0.32,9.28,10.24,2.24,0.64,0.32,0.32,0,0,2.56,33.91,0.64,0,2.56,18.56,8
22Month,0.55,3.83,31.16,706.82,1.09,0,7.11,0,0,105.5,12.57,1.64,41,2.19,2.19,53.57,23.51,10.39,23.51,12.03,0,3.28,40.45,2.73,2.73,0.55,1.09,0.55,1.64,0.55,2.73,22.96,0.55,0,0,0,3.83
