stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,2.14,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,2.14,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,0,0,0,0,1.34,0,1.34,0,5.35,1.34,0,0,0,0,0,0,0,0,0,0,0
3Month,0.32,9.92,24.32,76.15,1.28,30.72,0.64,0.96,12.16,22.72,0.96,10774.61,25.6,0.64,103.02,17.28,24,21.12,37.75,4.16,62.39,17.92,16.64,6.08,0.32,7.68,8.64,0,1.28,111.98,1.28,20.8,0.96,0,0.32,14.72,7.68,19.84
22Month,7.11,22.96,12.57,80.36,0,87.46,1.09,0,9.29,58.49,13.12,31504.25,32.8,9.29,130.1,6.01,12.03,52.48,84.73,3.28,2317.82,30.07,4.92,5.47,1.09,19.13,36.63,9.29,3.28,52.48,0,38.81,8.75,2.73,0.55,6.56,0,34.99
