stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,0,20.43,0,0,0,0,36.78,662,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,20.33,2.14,0,18.19,3.21,24.61,0,0,1.07,0,0,0,1.07,0,3.21,39.58,5.35,28.88,0,1.07,0,0,2787.88,471.78,8.56,8.56,47.07,0,0,49.21,21.4,17.12,2.14,0,0,0
21Day,14.72,0,2.68,17.4,0,22.76,1.34,0,0,0,6.69,0,4.02,1.34,2.68,9.37,14.72,32.12,0,0,5.35,0,762.96,111.1,6.69,4.02,6.69,13.39,4.02,29.45,25.43,16.06,0,0,0,2.68
3Month,0,0,0,7.04,0.64,0,0,1.28,1.28,0,8.96,0.96,0,2.24,0.32,1.28,0.64,7.36,0.96,0,0.32,0.64,16.96,7.68,8,27.2,0.32,0.96,98.54,5.12,0.32,0,1.6,1.6,7.68,0.96
22Month,1.64,2.19,0,4.37,0,0,0,0,2.73,0.55,26.79,1.09,0.55,3.28,0,0.55,3.28,6.56,0,0.55,0,0,42.64,2.73,28.97,51.39,0.55,0,53.57,13.12,18.59,0,0,0,0,0
