stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,21.4,2.14,0,6.42,2.14,18.19,0,0,0,0,2.14,0,0,0,4.28,0,2.14,27.81,0,18.19,0,3.21,1.07,1713.81,73.82,21.4,97.35,0,11.77,0,0,60.98,2.14,2.14,0,0,0
21Day,0,2.68,0,24.09,0,12.05,0,1.34,0,0,1.34,0,1.34,1.34,12.05,2.68,0,9.37,5.35,17.4,0,0,0,544.78,25.43,32.12,34.8,0,2.68,17.4,2.68,6.69,1.34,6.69,0,0,6.69
3Month,0,0,0.32,2.24,0,0,0.32,0,0.64,0.64,7.36,0,6.4,0.96,6.4,1.92,1.28,0.32,3.84,3.84,7.36,0,0.32,2.56,0,20.8,1.92,0,0,0.64,6.08,0.32,0,0,0,0.64,2.88
22Month,0,0.55,0,3.28,0,0,0,0.55,0,1.09,4.37,1.09,26.79,1.09,2.19,3.28,1.09,0,4.37,8.75,0.55,0,0,3.28,1.09,36.63,1.64,0.55,0,0,21.32,0,0.55,0,0.55,0,2.19
