stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,8.17,0,0,0,0,0,0,4.09,0,0,4.09,0,4.09,4.09,16.35,32.69,0,0,0,0,8.17,220.67,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,6.42,1.07,2.14,0,0,0,0,0,0,0,0,0,4.28,25.67,0,8.56,0,0,0,0,51.35,33.16,0,0,2.14,1.07,0,4.28,2.14,0,0,0,0
21Day,1.34,2.68,18.74,0,2.68,0,0,0,0,0,0,0,0,0,1.34,8.03,1.34,8.03,0,0,0,0,6.69,6.69,0,0,5.35,4.02,0,2.68,0,2.68,0,0,2.68
3Month,0.32,0.64,14.72,0,0,0.32,1.28,4.8,0,0,31.99,3.52,0.32,7.36,1.28,6.72,7.04,5.44,2.24,0.32,1.28,0.64,0.32,0,1.6,0,0,1.6,3.52,0,0.32,0,0.32,0.64,3.84
22Month,0,1.09,3.83,0,0,0,0,3.28,1.64,0,30.61,2.73,0,8.2,0.55,0,3.83,6.01,0,0.55,0,0,0,0,0.55,0.55,0,0,0,0,0,0,0,0,0.55
