stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,0,0,0,2.14,1.07,0,0,1.07,0,0,0,0,0,0,0
21Day,0,0,2.68,4.02,0,0,0,6.69,0,0,0,0,1.34,36.14,0,1.34,0,2.68,0,0,0,0,1.34,1.34,1.34,0,0,0,0,1.34,0,0,0,0
3Month,0.96,2.88,13.12,63.67,0,3.2,0.64,923.69,9.6,0,26.56,9.6,0.64,576.55,4.8,8.96,5.44,10.24,1.92,0,4.48,1.6,1.92,0,3.52,0.64,0.64,2.24,8.96,1.28,0,3.52,21.76,6.72
22Month,0,0.55,13.12,15.31,0,2.73,0,159.62,3.28,1.64,38.81,1.09,0,625.37,0,1.09,1.09,1.64,0,2.19,0.55,0,1.09,0,2.19,1.09,0,1.09,1.09,1.09,0.55,0,0,0
