stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,16.35,0,0,0,0,4.09,65.38,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,4.28,6.42,0,5.35,0,0,0,0,0,0,10.7,0,1.07,14.98,1.07,11.77,0,0,0,0,51.35,33.16,0,0,10.7,0,0,5.35,0,0,2.14,0,0,1.07
21Day,8.03,5.35,1.34,16.06,21.42,0,13.39,0,0,0,0,1.34,6.69,123.15,1.34,1.34,8.03,9.37,18.74,0,0,1.34,0,52.2,13.39,0,0,2.68,13.39,1.34,6.69,5.35,5.35,2.68,0,0,211.49
3Month,0.32,8.64,0.64,31.36,0,3.52,8.64,0,1.92,11.84,0,51.19,73.91,12.8,10.56,2.56,8,15.04,11.84,2.56,0.32,2.56,1.28,1.6,0.32,1.92,1.28,0.32,3.84,18.56,1.28,0.96,0,0.64,3.84,6.4,355.14
22Month,0,32.8,1.64,12.57,0,1.64,10.93,0.55,4.37,20.23,3.28,78.72,55.76,22.96,13.12,1.09,2.19,31.71,8.75,0,4.37,3.83,0,0,0,2.19,0,1.09,1.64,12.03,2.19,2.19,0,0,1.64,0,218.66
