stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,28.6,12.26,20.43,0,0,0,0,28.6,134.85,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,5.35,7.49,0,13.91,3.21,9.63,0,0,0,0,0,0,1.07,0,0,0,1.07,24.61,6.42,25.67,0,2.14,0,0,441.82,90.93,1.07,1.07,42.79,0,0,16.05,0,2.14,0,0,0
21Day,5.35,0,1.34,91.02,2.68,14.72,0,0,0,0,0,0,1.34,4.02,12.05,0,10.71,85.67,1.34,50.86,0,0,17.4,0,155.27,21.42,0,5.35,33.46,12.05,2.68,2.68,1.34,2.68,0,0,20.08
3Month,0.32,0.64,0,59.51,0.32,0,0,0,0.32,0.32,3.2,0,7.36,47.35,0.64,0.96,0.64,8,3.2,16.32,15.36,0,0.32,0.64,2.88,0.64,1.28,0.32,0.32,0.96,35.83,0.64,0,0,0.96,32.31,10.88
22Month,0.55,1.09,0,26.24,0.55,0,1.64,0.55,0,0,4.92,14.21,34.44,9.29,0.55,2.73,1.09,3.28,4.37,18.04,0.55,1.09,0.55,0,3.28,0.55,2.73,0,0.55,0,11.48,0,0.55,0,0.55,0,6.56
