stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,16.35,73.56,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,2.14,0,3.21,2.14,8.56,0,1.07,0,0,0,0,0,3.21,0,10.7,14.98,0,17.12,0,11.77,0,1140.4,64.19,4.28,5.35,4.28,0,0,19.26,0,1.07,1.07,0,0,0
21Day,4.02,1.34,0,14.72,2.68,14.72,0,1.34,0,0,0,0,0,6.69,46.85,0,1.34,9.37,25.43,0,0,2.68,421.64,26.77,8.03,16.06,2.68,13.39,1.34,24.09,0,6.69,0,0,0,0
3Month,0.32,0.64,0.64,40.63,0.96,0,1.28,0.96,2.24,2.56,0,15.04,3.2,0.64,170.21,0.96,14.72,12.16,12.8,0.32,0,3.2,22.72,2.24,42.87,8.32,0.32,1.6,7.68,1.92,0.32,0,0.64,1.92,1.6,3.52
22Month,0,1.64,0.55,33.35,0,0,0,0,4.92,2.73,1.09,68.33,2.19,0.55,104.96,2.19,4.37,6.01,8.2,1.64,2.73,2.19,16.95,1.64,27.33,17.49,1.09,0.55,8.2,2.73,0,0,0,2.73,0,2.19
