stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,53.12,0,44.95,0,0,0,20.43,0,12.26,0,12.26,0,0,0,0,20.43,12.26,2410.98,73.56,0,0,0,0,147.11,4683.02,0,0,0,24.52,0,0,0,0,0,4.09,0,0,0
72hpf,32.09,8.56,0,6.42,3.21,23.54,0,0,0,40.65,0,0,0,0,4.28,0,5.35,41.72,105.91,24.61,0,1.07,2.14,1.07,3281.05,225.73,17.12,10.7,0,51.35,1.07,0,0,72.75,3.21,3.21,0,0,1.07
21Day,2.68,5.35,0,16.06,1.34,9.37,0,0,0,123.15,0,0,0,29.45,28.11,4.02,1.34,9.37,216.84,8.03,0,0,0,0,457.78,29.45,2.68,2.68,0,4.02,13.39,0,1.34,2.68,2.68,2.68,0,0,10.71
3Month,0.96,8,1.28,63.67,1.6,0,9.6,1.28,8,1618.62,0.32,0,74.23,1134.86,26.88,28.16,6.08,18.24,948.97,23.04,6.08,0,8.96,6.4,13.12,0.96,18.24,1.6,0,0.96,23.04,4.48,43.51,1.6,0,0,8,32.95,29.76
22Month,1.09,10.39,1.09,25.69,0,0,15.31,0.55,3.83,2253.31,4.92,0,186.96,498,47.01,10.39,2.19,3.28,821.08,13.12,1.09,7.11,2.19,0.55,8.2,0.55,16.95,7.11,3.83,1.09,8.2,0.55,26.79,1.64,6.56,0,1.64,0,25.15
