stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,77.64,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,69.47,16.35,0,0,0,4.09,167.54,4.09,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,18.19,0,0,2.14,4.28,4.28,0,0,0,32.09,0,0,0,0,0,3.21,2.14,8.56,20.33,0,0,5.35,66.33,74.89,0,0,12.84,1.07,0,10.7,0,0,0,0,0,0
21Day,8.03,4.02,0,12.05,4.02,13.39,0,6.69,0,28.11,0,0,8.03,95.04,10.71,0,12.05,10.71,33.46,0,1.34,1.34,44.17,42.83,1.34,0,17.4,8.03,13.39,9.37,0,6.69,1.34,0,0,89.68
3Month,1.28,6.4,2.56,25.6,1.6,0,4.16,0.32,13.76,256.28,0,32.31,174.37,16.64,286.03,4.8,13.76,27.52,18.24,3.84,3.52,88.95,4.48,0.32,3.2,2.24,2.24,10.24,207.65,2.24,0.32,0,0.32,7.04,106.22,458.17
22Month,0,7.11,3.83,9.84,0,0,1.09,1.64,10.93,395.23,8.75,32.25,42.64,12.03,283.17,0,2.73,38.81,10.93,1.09,0,6.56,2.19,0.55,3.28,2.73,0.55,2.19,26.79,3.83,1.09,0,0.55,0.55,0,192.97
