stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,0,0,0,0,0,0,0,0,1.07,6.42,0,0,0,0,25.67,1.07,0,3.21,0,0,0,0,0,0,0
21Day,0,1.34,0,0,0,0,1.34,1.34,2.68,5.35,0,1.34,12.05,4.02,0,0,0,14.72,1.34,0,0,0,0,0,1.34,0,0,0
3Month,0,3.2,0.96,3.52,0,2.56,31.67,1.28,38.71,3.52,3.2,1.92,20.16,1.6,0.64,0,0.32,0.32,0,0,1.92,2.56,2.56,0.96,0,11.52,0.96,10.56
22Month,0,1.64,0,1.64,0.55,0,47.56,3.83,16.95,1.64,0.55,0.55,15.85,1.64,0,1.09,0.55,0,0,1.64,2.73,2.19,2.19,0.55,0,2.73,0,3.83
