stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,16.35,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,4.09,89.9,0,0,0,4.09,0,0,0,0,4.09,0,0,0
72hpf,10.7,9.63,0,10.7,2.14,4.28,0,1.07,0,0,0,0,0,0,0,0,10.7,19.26,4.28,34.23,0,0,2.14,0,18.19,14.98,0,0,0,24.61,0,0,5.35,0,2.14,0,0,0
21Day,5.35,6.69,0,29.45,4.02,5.35,0,8.03,0,0,0,0,1.34,0,0,1.34,4.02,8.03,1.34,22.76,0,0,5.35,0,9.37,6.69,0,1.34,0,8.03,1.34,0,5.35,1.34,0,0,0,1.34
3Month,0.32,10.24,2.88,41.91,0.96,0,0.96,1.28,0.32,6.08,8,0,24,3.84,0.64,36.15,2.24,25.28,4.8,16.32,3.2,0.32,4.48,3.2,0.32,0.32,0.32,0,0,1.28,1.6,19.84,0.96,0,0,10.88,5.76,4.16
22Month,0,12.03,2.73,13.12,0,0,0.55,0,0,2.73,15.31,14.21,74.35,2.19,1.64,49.75,0,2.19,7.11,8.75,0,0.55,0.55,0.55,1.64,2.19,0,0,0.55,0.55,1.09,3.83,0.55,0,0,2.73,0,1.09
