stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,32.69,0,0,0,0,0,0,0,0,0,0,8.17,0,0,4.09,0,0,0,0,24.52,200.23,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,3.21,0,20.33,5.35,9.63,0,0,0,0,0,0,1.07,0,6.42,32.09,3.21,16.05,0,1.07,1.07,1.07,1499.85,74.89,14.98,0,20.33,0,0,17.12,1.07,0,1.07,0,0,0
21Day,4.02,0,0,157.95,1.34,26.77,1.34,0,1.34,0,5.35,1.34,2.68,4.02,1.34,12.05,5.35,26.77,0,0,6.69,0,775.01,29.45,37.48,0,8.03,14.72,2.68,6.69,5.35,8.03,2.68,0,0,1.34
3Month,0.32,0,0.64,15.04,0.32,0,0,1.92,0.64,0,12.16,1.92,0.64,9.6,0.96,2.88,1.28,1.92,0.32,0,0.64,0.96,23.04,0,44.47,0.32,0,0.96,24.64,0,0,0,0,0.32,4.16,1.28
22Month,0.55,0.55,0,19.13,1.09,0,0,0.55,4.92,18.59,67.24,2.73,1.64,9.29,0.55,2.19,3.28,3.28,0,3.28,0,0.55,22.41,0.55,54.12,0.55,0,1.64,7.11,2.73,0,0,0,1.09,0,0.55
