stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,0,0,0,0,12.26,44.95,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,1.07,2.14,0,0,0,0,0,0,0,0,0,2.14,11.77,1.07,1.07,1.07,0,0,0,0,14.98,4.28,0,0,0,2.14,0,0,3.21,0,1.07,0,0,0
21Day,4.02,0,5.35,20.08,0,13.39,0,4.02,0,0,0,0,8.03,0,1.34,25.43,0,13.39,1.34,14.72,0,0,0,0,24.09,14.72,0,0,0,6.69,4.02,0,8.03,4.02,5.35,0,1.34,0
3Month,0,0.96,13.44,31.36,0,0,5.12,0.64,0.64,8,14.08,0.64,1460.25,13.76,1.28,187.17,6.72,14.08,8,26.56,5.12,0.96,5.76,21.44,2.24,0.32,4.48,4.8,0,0.32,21.44,14.08,2.24,0.32,0.96,5.44,9.92,12.16
22Month,0,3.83,5.47,13.12,0.55,0,8.75,0.55,0,4.92,23.51,11.48,2430.97,4.37,2.73,178.76,2.73,2.73,13.67,19.13,0.55,28.97,2.19,1.09,2.19,0,2.73,2.73,2.19,0,1.09,4.37,3.83,1.09,0,0,0,4.92
