stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,20.43,0,0,0,0,4.09,77.64,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,1.07,2.14,0,0,0,0,0,0,0,0,0,1.07,0,3.21,0,0,0,0,362.66,43.86,0,2.14,0,11.77,0,1.07,7.49,31.02,13.91,1.07,0,0,0
21Day,1.34,0,0,4.02,0,4.02,0,0,0,0,0,1.34,0,1.34,0,4.02,1.34,4.02,0,0,0,0,44.17,5.35,1.34,0,0,2.68,1.34,2.68,0,14.72,44.17,0,0,0,1.34
3Month,0.32,0.64,0.64,4.8,0,0,0.32,0.96,1.6,0,0,7.04,0.96,0.32,0.96,0.32,1.28,3.2,0.96,0,0.96,0.32,0.32,0.96,1.28,0,0,0.32,0.96,65.91,0.32,0.32,0,0,0.64,41.27,1.6
22Month,0,0.55,0,1.09,0,0,0.55,0,0.55,0.55,0,26.24,0,0,1.09,0,0.55,3.28,0,0.55,0,0,0,0.55,6.01,0,0.55,0,0,15.31,0.55,4.37,0,0,0,0,0.55
