stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,1.07,0,3.21,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0
21Day,5.35,0,10.71,22.76,0,5.35,0,0,0,18.74,1.34,0,2.68,0,1.34,57.56,0,5.35,0,8.03,0,0,0,0,10.71,4.02,50.86,0,5.35,1.34,0,0,1.34,5.35,0,0,0,0
3Month,0,2.88,11.84,36.47,0.32,0,2.56,0.64,0.32,889.78,6.72,0,65.59,13.12,1.28,766.28,1.92,6.72,6.4,12.16,1.6,0,4.16,1.6,2.24,0.32,275.8,1.28,0,4.8,7.68,0.64,0,0,0,1.6,9.28,6.08
22Month,0.55,2.73,36.08,23.51,0,0,0.55,0.55,0,305.58,11.48,1.64,82,1.64,1.09,1161.09,1.64,0,4.37,7.65,0,4.92,2.73,0,0.55,1.09,302.3,1.09,0.55,2.19,5.47,0.55,0.55,0,0.55,0.55,0,6.01
