stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,1.07,0,0,0,0,106.98,3.21,0,0,0,0,0,1.07,0,0,0
21Day,0,0,6.69,0,0,0,0,0,0,0,1.34,0,0,4.02,0,0,0,50.86,0,0,2.68,0,2.68,1.34,0,1.34,0,1.34
3Month,0,0,2.88,0,0.32,0,1.28,0,0,0.96,0,0.32,0.32,5.44,1.6,0,0.64,2.56,0,1.28,1.6,0,0,0.32,0.32,0,0.64,0.32
22Month,0.55,2.19,7.65,0,1.09,1.64,11.48,0.55,0.55,4.37,0,1.09,1.64,6.56,0,1.09,0,1.09,0,2.73,0.55,1.09,0,1.09,2.19,0,0,0
