stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,1.07,2.14,0,0,129.44,10.7,2.14,2.14,0,1.07,0,0,0,0,0,0,0,0
21Day,5.35,0,0,14.72,5.35,42.83,0,2.68,0,0,0,1.34,1.34,10.71,0,2.68,8.03,6.69,26.77,0,12.05,0,835.24,26.77,6.69,12.05,0,18.74,12.05,0,8.03,12.05,9.37,0,0,6.69
3Month,0,0.64,0.64,6.72,0.96,0,0.32,0,0.32,2.88,0.64,9.92,3.52,1.6,3.84,2.24,3.2,4.8,40.95,0,1.6,0.64,29.12,0.64,12.16,12.16,0,0,2.56,17.6,3.84,0,0,0.64,15.36,2.24
22Month,0,1.09,0.55,2.73,0,0,0,0,0,12.57,0,24.6,1.09,0.55,1.09,1.09,0.55,6.56,15.31,0,0,0,81.45,0,8.2,8.2,0.55,0.55,0,1.64,56.85,16.4,0,0,0,0
