stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,8.17,0,126.68,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,6.42,0,0,0,0,0,0,0,0,0,0,1.07,0,0,2.14,0,0,0,0,77.02,12.84,0,0,0,3.21,0,0,9.63,22.47,9.63,2.14,0,0,0
21Day,0,0,8.03,0,0,0,0,0,0,0,0,0,1.34,0,1.34,0,2.68,0,0,0,0,9.37,1.34,0,0,0,0,0,6.69,1.34,6.69,8.03,4.02,0,0,0
3Month,0.96,0.32,34.55,0.96,0,0.32,1.92,1.28,0,18.24,2.24,0.32,6.4,3.84,1.6,6.4,4.16,0.32,0.32,1.28,1.92,1.28,0.32,0.32,0.96,0,0,2.88,85.11,0,0,0,0,0.64,567.91,2.24
22Month,1.64,0.55,12.57,0,0.55,0,0,1.64,0.55,14.76,0.55,0,1.64,0,0,2.73,1.64,0,1.09,0,0,0,0,0,0,2.73,0.55,0,70.52,1.09,10.93,0,0,0,2.19,0
