stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,0,0,1.07,2.14,1.07,0,0,0,0,0,0,0,0,2.14,0,1.07,0,95.21,4.28,0,0,0,1.07,0,5.35,0,0
21Day,0,0,2.68,1.34,1.34,0,0,0,0,0,1.34,0,1.34,2.68,1.34,6.69,1.34,80.31,4.02,2.68,1.34,0,1.34,4.02,26.77,0,0
3Month,0,0,0.64,0,0,0.32,0,0,1.6,0,0,0.32,0,0,0.32,0.32,0,0.64,0,0,0,0.32,0,0,0,0.32,0
22Month,0.55,0.55,0,0,0,0,1.64,0.55,12.57,0.55,0.55,1.64,0,0,0.55,0.55,0,0,0,0,0.55,0,0,3.28,0,0,1.09
