stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,12.26,0,65.38,0,0,0,4.09,0,8.17,0,24.52,0,0,0,0,40.86,8.17,939.87,44.95,0,0,0,0,32.69,359.6,0,0,0,8.17,0,0,0,0,0,0,4.09,0,0,0
72hpf,11.77,0,0,69.54,10.7,16.05,0,1.07,0,25.67,0,0,0,0,3.21,0,230.01,405.45,60.98,14.98,0,0,0,0,64.19,74.89,0,216.1,0,34.23,0,0,0,136.93,0,1.07,4.28,0,0,0
21Day,13.39,2.68,0,471.16,1.34,30.79,0,8.03,0,88.34,0,0,8.03,44.17,261.01,4.02,238.26,653.2,338.65,49.53,0,1.34,12.05,0,93.7,34.8,1.34,44.17,0,21.42,26.77,0,4.02,89.68,5.35,9.37,8.03,0,0,429.67
3Month,1.6,13.12,4.48,212.13,2.24,0,7.04,2.88,14.08,895.86,0,0,118.06,1442.01,10.88,49.27,78.71,647.9,656.54,33.59,9.92,0,12.8,11.2,6.4,1.28,5.44,6.08,0,5.76,15.36,3.2,200.61,39.99,0,0,1.6,13.76,65.91,641.82
22Month,3.28,11.48,3.83,121.9,1.64,0,25.15,2.73,2.73,3195.74,30.07,0,243.26,660.36,28.43,26.24,30.61,175.48,1005.84,28.97,0,7.65,4.37,0.55,5.47,0.55,10.39,21.32,4.37,1.64,9.29,0.55,19.68,130.1,4.92,0,1.64,3.28,0.55,381.02
