stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,8.17,0,0,0,0,253.36,143.02,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,324.15,24.61,1.07,90.93,10.7,138,0,0,3.21,0,1.07,0,5.35,1.07,36.37,263.17,33.16,161.54,0,14.98,7.49,0,23515.08,691.09,8.56,66.33,0,255.68,10.7,0,129.44,6.42,20.33,19.26,0,0,1.07
21Day,120.47,2.68,10.71,140.55,12.05,182.04,24.09,6.69,5.35,0,18.74,1.34,48.19,32.12,10.71,77.63,40.16,171.33,1.34,0,50.86,1.34,7021.94,144.56,9.37,44.17,0,73.62,169.99,4.02,42.83,32.12,70.94,13.39,0,0,40.16
3Month,12.48,1.28,0.32,10.24,0.32,0,0,3.52,0.96,0,6.72,1.92,0.32,3.2,0.32,1.28,2.24,13.12,6.08,0,5.76,0.96,37.75,1.28,2.24,2.24,0,0,0.32,19.84,6.72,0.32,0,0.64,0.32,6.72,0.96
22Month,11.48,0,0,4.92,0,0,0,0.55,5.47,1.09,19.68,2.19,0,1.09,1.64,1.64,2.19,21.32,1.09,1.09,2.19,0,94.02,1.09,8.75,3.28,0.55,0.55,0.55,21.32,39.91,1.64,0,0,0.55,0,1.09
