stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,388.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,5.35,0,1.07,0,0,0,0,0,0,0,0,0,0,0,13.91,0,0,0,0,0,0,2.14,0,1.07,0,1.07,0,0,0,0,0,0,0
21Day,0,0,0,4.02,0,0,0,0,0,5.35,0,0,0,0,0,0,0,6.69,0,0,0,0,0,0,0,1.34,0,0,1.34,1.34,0,1.34,0,0,0,0
3Month,0.32,0.64,5.44,64.63,0.32,0,2.24,0.32,0.32,1664.7,6.72,0,23.36,16.64,0.32,36.79,6.08,9.92,6.08,15.36,4.48,0.32,4.8,29.76,2.88,0,0.96,0.64,0.96,3.84,4.8,0.64,0.32,1.6,15.36,11.2
22Month,0,3.83,1.64,19.68,0,0,0.55,0,0,242.17,4.92,0.55,42.64,0.55,0,16.4,0,1.09,5.47,7.11,0,0,0,0,0,0,2.73,0,0,0,0,1.64,0,0,0,1.09
