stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,20.43,24.52,24.52,0,0,0,0,8.17,73.56,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,3.21,2.14,0,0,1.07,0,0,0,0,0,0,1.07,0,16.05,8.56,1.07,4.28,0,3.21,0,1.07,18.19,8.56,1.07,0,0,4.28,3.21,0,0,2.14,0,0,0,0,0
21Day,2.68,0,0,53.54,1.34,5.35,0,2.68,0,0,5.35,0,1.34,2.68,14.72,4.02,1.34,36.14,6.69,2.68,0,0,0,0,6.69,5.35,1.34,0,0,0,8.03,0,0,1.34,0,5.35,1.34,0,5.35
3Month,0,0.64,2.24,18.24,0,0,0,0.64,0,2.56,6.08,0,64.95,7.04,1.28,32.63,1.28,3.84,5.44,1.6,0.96,0.32,1.6,2.88,0.64,0,1.6,0.64,0,0.32,2.56,0.32,3.2,0,0,0.32,0.96,3.52,15.36
22Month,0,0,4.37,9.29,0,0,0.55,0,0.55,3.83,10.93,10.39,150.88,2.73,3.28,63.96,0,0.55,14.76,2.73,0,3.28,0,1.09,0,0,2.73,0,0.55,0,0.55,0,0,1.09,0.55,0,0,0,5.47
