stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,8.17,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,24.52,24.52,0,0,0,0,8.17,89.9,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,4.28,0,4.28,2.14,4.28,0,1.07,0,1.07,0,0,0,0,0,4.28,5.35,0,9.63,0,1.07,1.07,0,55.63,20.33,0,1.07,0,10.7,0,0,3.21,1.07,1.07,4.28,0,0,0
21Day,2.68,8.03,0,13.39,0,24.09,0,4.02,0,2.68,0,2.68,5.35,4.02,1.34,1.34,9.37,5.35,12.05,0,0,4.02,0,25.43,5.35,2.68,1.34,0,8.03,0,2.68,4.02,1.34,4.02,0,0,0,2.68
3Month,0,2.56,1.28,21.44,0,0,0.32,0.64,1.92,16.32,0,36.47,9.28,1.28,8,2.24,8.64,13.12,6.08,0.64,0,2.56,1.28,1.28,0,1.28,2.24,0,0.32,0.64,9.6,0.64,0,0,0,5.76,7.04,10.24
22Month,1.09,5.47,1.09,11.48,0.55,0,0,0,2.19,37.72,4.92,119.17,5.47,3.28,17.49,1.64,6.56,26.79,9.29,0,3.83,6.01,0.55,2.73,0,1.64,3.28,1.64,1.09,0.55,5.47,2.73,0.55,0,0,0.55,0.55,4.37
