stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,40.86,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,1.34,0,0,9.37,0,9.37,0,6.69,0,0,0,0,5.35,73.62,1.34,0,5.35,8.03,4.02,0,0,6.69,0,5.35,2.68,0,0,2.68,14.72,0,0,1.34,0,0,0,76.3
3Month,0,1.28,0.32,13.44,0,0,1.6,3.84,2.56,15.04,0,14.72,67.51,3.2,7.04,4.8,3.2,31.36,6.4,2.24,0,4.8,1.28,0.64,0,0.96,1.6,0.32,4.16,0.64,5.44,0.32,0,2.56,3.2,414.65
22Month,0,8.2,0,7.65,0.55,0,4.37,7.11,0.55,31.16,1.09,36.63,85.82,14.21,4.92,0,0,74.89,6.56,1.09,2.19,1.64,0.55,0,0,2.73,0.55,0,3.28,0,2.19,1.09,1.09,0,0,369.54
