stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,106.25,0,0,106.25,4.09,0,0,0,0,0,0,0,0,0,8.17,0,4.09,81.73,0,0,0,0,61.3,204.32,0,0,0,24.52,0,0,0,0,0,0,0,0,0
72hpf,217.17,8.56,0,55.63,351.96,26.74,0,0,0,0,0,0,0,0,6.42,482.48,1.07,403.31,0,2.14,0,1.07,257.82,186.14,0,2.14,0,589.45,1.07,0,17.12,0,1.07,7.49,0,0,0
21Day,219.52,1.34,0,32.12,104.41,13.39,0,8.03,1.34,0,2.68,2.68,4.02,6.69,2.68,133.85,22.76,334.63,0,1.34,21.42,0,120.47,52.2,2.68,1.34,0,111.1,24.09,6.69,12.05,6.69,9.37,9.37,0,0,4.02
3Month,1.6,0.64,0,38.71,18.88,0,0.96,0.32,18.56,1.6,7.68,2.56,0,5.76,0.96,25.28,5.44,38.71,9.92,0,3.84,0.96,5.12,0.64,1.92,0.32,0,0,1.28,28.8,0.64,0,0,0.32,0.64,38.07,1.92
22Month,1.64,0.55,0.55,75.44,8.2,0,0.55,0,7.11,2.73,38.81,0.55,0,4.92,0.55,22.96,5.47,44.28,1.64,1.09,6.01,0,4.92,1.09,7.11,0.55,1.09,0,1.09,55.21,3.83,0,0,2.19,0.55,0,1.64
