stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,1.07,33.16,0,0,0,0,0,0,0,0,0,0,0,640.8,8.56,0,11.77,0,2.14,5.35,0,47.07,17.12,0,0,0,7.49,0,0,2.14,0,4.28,0,0,0
21Day,12.05,0,77.63,970.44,21.42,0,2.68,0,301.17,1.34,0,124.48,1.34,5.35,396.21,10.71,48.19,66.93,24.09,0,2.68,26.77,0,49.53,14.72,89.68,0,0,12.05,17.4,1.34,6.69,4.02,1.34,0,0,2.68
3Month,0.64,4.8,111.66,618.14,0,8,0.64,0.32,764.04,12.16,0,102.06,23.36,0.96,1742.76,7.68,16.64,87.67,17.28,3.52,0,510,4.16,3.84,0,62.07,1.92,0,0.64,12.8,13.76,0.32,0,0.32,2.88,15.36,11.52
22Month,0,10.39,278.25,243.81,0,3.28,0.55,0,741.26,11.48,11.48,173.29,7.65,1.09,3181.53,0,1.09,38.27,14.76,0,2.73,215.38,0,0.55,1.09,74.89,4.92,2.19,0.55,4.37,4.37,0,0,0,0,0,4.37
