stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,79.16,1.07,0,0,0,0,0,0,14.98,1.07,0,0,0,0,0,0,0,5.35,1.07,0,0,0,0
21Day,0,0,2.68,115.11,0,1.34,0,0,0,13.39,0,0,0,0,0,10.71,0,2.68,0,1.34,0,0,0,0,6.69,1.34,0,0,1.34,1.34,0,0,1.34,5.35,1.34,0,0,0,0
3Month,5.44,10.88,140.14,4044.16,0.32,0,8.32,0.32,0.32,2575.91,38.39,0.64,151.34,96.3,3.2,1934.73,22.72,34.23,35.51,47.03,15.04,1.92,30.72,10.56,4.8,1.28,14.4,4.48,1.92,24.64,0.64,49.27,4.48,0.32,0,2.24,15.36,54.39,39.67
22Month,0.55,10.39,482.15,1110.26,0,0,2.73,0,0,745.09,27.88,9.29,213.74,17.49,1.09,2649.64,6.01,4.37,16.4,22.96,2.19,9.29,12.57,0.55,1.09,0.55,19.68,7.11,0.55,1.64,0,21.32,2.73,2.19,0,0.55,2.19,0,10.93
