stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,2.14,6.42,1.07,0,0,0,0,0,0,0,1.07,0,1.07,0,0,0,1.07,0,0,0,0,0,0,1.07,0,0,0,0,0
21Day,1.34,0,1.34,5.35,0,0,0,0,0,0,4.02,1.34,0,1.34,2.68,0,0,0,2.68,0,0,0,0,0,1.34,2.68,5.35,0,0,0,0
3Month,0,0.64,10.24,0.96,0,0.32,0.96,7.04,1.92,0,1.92,0,0.32,4.48,0.64,0.64,5.12,0.32,2.24,0,7.04,0,0,0.64,2.56,0,0,0.32,0.32,0.64,0.96
22Month,0,0.55,0.55,1.64,0,0,0,14.76,0.55,0.55,2.19,0,0,3.28,1.09,0,0.55,0,0.55,0,2.19,0.55,1.09,4.37,1.64,0,0,0.55,0,0,0
