stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,0,8.17,0,0,0,0,1785.76,44.95,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,2.14,9.63,1.07,6.42,0,0,0,0,178.66,6.42,1.07,0,0,2.14,0,0,1.07,0,2.14,0,0,0
21Day,8.03,0,0,8.03,1.34,0,0,0,0,0,0,1.34,0,2.68,0,0,9.37,5.35,14.72,0,0,0,0,22.76,1.34,1.34,0,0,6.69,0,0,0,0,0,0,0,1.34
3Month,0.32,0.32,1.28,16.96,0,0.96,0.32,3.2,2.88,0,0,104.94,5.12,0.32,12.16,2.88,7.04,8.96,10.56,4.16,0,0.32,0.64,1.6,0,0.64,0.32,0,0,1.6,6.72,0,0,0,0.64,1.6,2.88
22Month,0,1.09,1.64,3.28,0,0,0.55,2.73,9.84,1.09,0,122.45,2.19,1.09,9.84,0.55,2.19,13.67,7.65,1.64,0.55,2.19,0,2.19,0.55,0,0.55,0.55,1.09,1.09,2.19,0,0.55,0,0,0,1.64
