stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,159.37,4.09,0,445.42,36.78,0,0,0,0,0,4.09,0,0,0,0,4.09,16.35,16.35,36.78,0,0,0,0,12.26,412.73,0,0,12.26,0,0,0,0,0,4.09,0,0,0
72hpf,22.47,4.28,0,144.42,19.26,2.14,0,0,0,1.07,0,0,0,0,0,3.21,141.21,1.07,60.98,0,2.14,3.21,0,498.52,97.35,0,0,100.56,0,0,3.21,0,1.07,12.84,0,0,0
21Day,77.63,4.02,1.34,164.64,25.43,21.42,0,2.68,0,1.34,0,5.35,1.34,12.05,0,0,178.02,28.11,372.11,0,0,53.54,0,315.89,68.27,6.69,1.34,66.93,25.43,0,8.03,2.68,5.35,16.06,0,0,4.02
3Month,0.64,0.32,0,7.68,0,0,0,0,0,0,0,1.92,0.96,0.32,2.24,0,13.76,3.2,8.96,0.96,0,1.28,0.32,0.96,0.64,0.96,0,0,0,0.96,0.64,0,0,0,0.32,0.96,0.32
22Month,0.55,0,0,5.47,0,0,0.55,0,1.09,0.55,0,15.85,1.09,0.55,2.19,0,3.83,3.83,9.29,0.55,0.55,1.09,0,1.09,0,1.64,0,0,0.55,0,5.47,0,0,0,0,0,0.55
