stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,36.78,0,0,0,0,0,0,0,0,0,0,0,4.09,28.6,8.17,0,0,0,0,16.35,183.89,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,10.7,0,1.07,0,0,0,0,0,0,0,0,3.21,17.12,8.56,8.56,0,4.28,0,2.14,60.98,53.49,1.07,0,11.77,0,0,5.35,1.07,0,4.28,0,0,0
21Day,6.69,4.02,0,48.19,2.68,2.68,0,0,0,0,0,2.68,0,0,4.02,40.16,17.4,41.49,0,0,5.35,0,8.03,21.42,0,1.34,14.72,8.03,0,4.02,0,4.02,0,0,0,0
3Month,0.64,9.28,0.32,30.08,0,0,0,1.28,2.24,0,11.84,17.92,1.28,3.52,2.24,22.08,3.52,18.24,3.84,0,1.6,2.24,0.32,0,0,0.32,0,1.28,5.44,0.32,0,0,0.64,10.88,4.48,0.96
22Month,0,38.27,0.55,19.13,0.55,0,0.55,1.09,3.83,15.85,49.2,6.01,0.55,7.11,0,5.47,7.11,24.05,0,0.55,1.64,0,0,0,0,0,0,0,0.55,2.73,0,0,0,3.28,0,0
