stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,8.17,0,0,0,0,0,0,0,0,0,0,4.09,8.17,4.09,20.43,0,0,0,0,16.35,322.83,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,2.14,1.07,5.35,1.07,0,0,0,0,0,1.07,0,6.42,7.49,1.07,14.98,0,2.14,0,1.07,98.42,99.49,0,0,0,14.98,0,0,6.42,0,1.07,0,0,0
21Day,9.37,0,0,26.77,1.34,6.69,4.02,0,1.34,0,1.34,0,6.69,0,4.02,12.05,9.37,33.46,0,0,4.02,0,40.16,40.16,1.34,5.35,0,9.37,6.69,1.34,1.34,2.68,0,0,0,4.02
3Month,0,0.32,0.64,27.52,0.64,0,1.6,3.2,5.44,0,29.12,3.2,0.96,15.04,4.48,9.28,7.68,7.36,2.56,0,1.92,1.28,1.28,0.32,0.32,0,0,0,1.92,16,0,0,0,2.24,15.04,6.08
22Month,0,2.19,0.55,10.93,0,0,0.55,5.47,8.2,5.47,94.02,1.64,2.73,15.31,0.55,2.73,7.65,6.01,0.55,2.19,1.09,0,1.09,0.55,1.64,0.55,0.55,0,1.09,3.28,1.09,0,0,0,0,0.55
