stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,28.6,0,4.09,0,0,0,0,0,4.09,0,0,4.09,0,0,4.09,8.17,155.28,0,0,0,24.52,1511.97,0,0,0,24.52,0,0,0,0,0,0,0,0,0
72hpf,18.19,0,0,6.42,0,2.14,0,0,0,0,0,0,0,0,0,0,21.4,11.77,0,83.44,0,0,4.28,52.42,35.3,0,0,0,269.59,0,0,9.63,0,0,0,0,0,0
21Day,10.71,1.34,8.03,22.76,2.68,17.4,0,5.35,1.34,0,0,0,4.02,0,1.34,2.68,0,13.39,0,155.27,0,2.68,18.74,16.06,13.39,4.02,0,0,509.98,10.71,0,6.69,0,4.02,2.68,0,0,0
3Month,0,0.96,3.52,110.06,0,0,0.32,0.32,2.56,7.36,0,0,10.56,3.52,0.32,5.76,1.6,80.63,3.52,184.93,4.16,0,3.2,0.64,0,1.6,0,0,0,1.28,6.72,0,0.32,0,0,1.28,0.96,1.92
22Month,0,3.28,7.11,30.61,0,0,1.64,0,0.55,7.11,1.09,0,31.71,2.19,0.55,3.28,0.55,24.05,2.73,213.74,0.55,0.55,4.37,0.55,0,0.55,0.55,1.09,0.55,0,6.56,0,0,0,0,0,0,3.28
