stage,Hepatocyte,Immune.cell,Immune.progenitor.cell,Mesenchymal.cell,Neural.cell,Neurosecretory.cell,Retinal.pigment.epithelial.cell,T.cell
72hpf,0,0,0,0,1.06979114146608,0,0,0
21Day,0,0,2.67706617640661,2.67706617640661,0,0,0,0
3Month,0.959847898662586,1.27979719821678,0,0,0,0.319949299554195,0.319949299554195,3.83939159465034
