stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,73.56,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,2.14,0,1.07,0,0,0,0,0,0,0,0,0,3.21,0,50.28,0,0,0,16.05,14.98,0,0,52.42,0,0,7.49,0,1.07,0,0,0
21Day,2.68,4.02,0,9.37,0,2.68,0,0,0,0,0,0,0,0,1.34,2.68,0,54.88,0,0,1.34,5.35,12.05,0,0,30.79,2.68,0,1.34,0,0,0,0,0
3Month,0,9.28,0,6.08,0,0,0,0.32,2.56,0,9.92,0.32,0,3.52,2.56,2.24,3.2,13.12,0.32,0.32,0.96,1.92,0,1.28,0,1.28,0.32,0.96,0,0,0.32,1.6,0.32,2.88
22Month,0,22.96,2.19,8.75,0,0,1.09,0.55,13.67,5.47,57.95,1.09,0.55,5.47,0.55,0.55,8.2,15.85,1.64,1.64,0,1.64,0,1.09,1.09,3.28,0,2.73,1.09,0.55,0,0,0,3.28
