stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,12.26,187.97,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,28.88,4.28,0,23.54,6.42,33.16,0,0,0,0,0,0,2.14,0,14.98,66.33,5.35,69.54,0,6.42,5.35,2.14,6594.19,182.93,3.21,5.35,89.86,1.07,0,23.54,823.74,672.9,26.74,0,0,0
21Day,21.42,5.35,9.37,66.93,4.02,73.62,0,13.39,0,2.68,4.02,1.34,16.06,5.35,4.02,49.53,12.05,80.31,0,0,2.68,1.34,2458.89,58.9,2.68,4.02,33.46,50.86,1.34,26.77,244.95,404.24,9.37,0,0,12.05
3Month,0,0,0.96,24,0,0,0.64,0,0.64,2.24,8.96,1.28,0.32,7.68,0.96,3.84,2.56,7.04,0.96,0,0.32,1.28,42.55,0.96,1.6,0.32,0,1.92,17.28,5.44,7.04,1.92,9.28,2.88,10.88,2.88
22Month,0.55,0.55,1.09,14.76,0,0,0,0,1.09,3.28,26.24,1.09,2.19,11.48,1.09,0.55,3.83,9.29,0,0.55,0,0,76.53,0.55,1.64,1.09,0,0,33.35,15.85,1.09,0,15.85,0,0,0
