stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,24.52,0,0,24.52,0,0,0,12.26,12.26,253.36,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,1.07,0,0,0,0,0,0,0,0,2.14,6.42,0,16.05,0,0,0,0,32.09,39.58,2.14,0,0,12.84,0,0,13.91,0,1.07,19.26,0,0,0
21Day,1.34,0,0,2.68,0,8.03,0,5.35,0,0,0,0,1.34,0,0,2.68,0,32.12,0,0,1.34,0,5.35,4.02,2.68,0,0,5.35,2.68,4.02,2.68,0,0,0,0,0,0
3Month,0.96,0.64,0.32,13.12,0.32,0,0.32,0.96,1.92,2.56,22.4,6.08,0,5.44,0.96,6.08,6.08,11.52,15.04,0,1.92,4.16,1.28,0.64,1.6,0.96,0,0,6.72,508.08,0.96,0.32,0,0.32,5.76,682.13,2.88
22Month,0,0.55,0.55,1.64,0,0,0,0.55,0,1.09,18.04,0,1.09,2.73,0,0,1.09,4.37,2.19,0.55,0,0,1.09,0,1.64,0,1.64,0,0.55,59.59,0,0,0,0,0,2.19,0.55
