stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,12.26,0,0,0,0,12.26,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,3.21,2.14,1.07,0,0,0,0,0,0,0,0,0,0,3.21,0,32.09,0,0,0,0,43.86,5.35,0,0,3.21,0,0,2.14,0,0,3.21,0,0,0
21Day,4.02,1.34,0,8.03,0,12.05,0,0,0,0,0,0,0,1.34,1.34,0,5.35,4.02,418.96,5.35,0,0,0,17.4,6.69,1.34,0,140.55,5.35,0,2.68,4.02,1.34,2.68,0,0,8.03
3Month,0.64,1.92,0,8.32,0,0,0.64,3.84,0.96,8.32,0,7.36,12.48,2.24,2.56,0,4.16,7.04,208.93,132.14,0.32,1.92,0.64,2.24,0.32,2.24,0.32,39.03,0.64,24.64,0,0,0,0,1.28,6.4,5.76
22Month,0,2.19,0.55,4.37,0,0,2.19,5.47,0,34.99,2.19,35.53,35.53,10.93,5.47,0.55,2.19,13.12,283.71,8.75,1.64,3.83,0,0.55,0.55,1.64,0.55,7.11,0,10.39,0.55,0,0,0,1.09,0,5.47
