stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,16.35,0,0,0,0,0,65.38,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,4.28,1.07,0,0,0,0,0,0,0,0,0,0,1.07,4.28,1.07,1.07,0,0,0,0,43.86,11.77,0,1.07,6.42,0,0,0,1.07,3.21,0,0,0
21Day,2.68,0,0,6.69,0,2.68,0,8.03,0,0,0,0,1.34,2.68,0,0,1.34,2.68,10.71,0,0,1.34,0,8.03,6.69,1.34,0,2.68,0,0,1.34,5.35,0,0,0,2.68
3Month,0.64,3.52,0.32,27.52,0,0,0.96,0.32,1.92,6.72,0,6.08,3.52,0.96,3.84,0.96,6.4,14.08,3.84,2.24,0,0.32,0.64,2.24,0,3.52,0.96,0.64,0.64,5.76,0,0,0,6.08,9.92,7.04
22Month,0,0.55,0,7.11,0,0,0,1.09,1.09,3.28,1.09,20.23,3.83,3.28,1.64,0,0.55,9.29,2.19,0.55,2.19,0,0,0,0,3.83,0.55,1.09,1.09,0.55,0,1.64,0,1.09,0,3.28
