stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,44.95,4.09,0,40.86,0,0,0,0,0,12.26,4.09,0,0,0,0,8.17,16.35,8.17,81.73,0,0,0,0,28.6,5022.19,0,0,98.07,0,0,0,0,0,4.09,0,0
72hpf,33.16,3.21,0,8.56,2.14,18.19,0,0,0,0,0,0,0,1.07,0,2.14,29.95,1.07,54.56,0,4.28,2.14,0,1371.47,1039.84,0,2.14,141.21,2.14,0,111.26,0,3.21,10.7,0,0
21Day,29.45,5.35,1.34,12.05,0,20.08,0,0,0,0,0,0,0,0,6.69,2.68,9.37,1.34,58.9,0,0,2.68,0,497.93,500.61,1.34,4.02,78.97,25.43,0,77.63,4.02,5.35,5.35,0,4.02
3Month,0.64,0.32,0,3.2,0,0,0.64,0,0.96,0,0,5.44,0.96,0.32,1.6,0,0.32,0.96,4.8,0.32,0,0.32,0.32,2.88,5.12,0,0.32,0,0.32,2.24,1.6,0,0,2.88,0.32,0.32
22Month,0,0,0,1.64,0,0,0.55,0.55,1.64,0.55,0,10.39,0.55,0,0,0,0.55,1.09,4.92,0,0,1.09,0,2.73,7.65,0,0.55,0,0,3.83,2.73,0,0,0.55,0,0
