stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,32.69,4.09,0,0,0,0,0,0,0,0,4.09,4.09,4.09,0,16.35,0,0,0,8.17,20.43,65.38,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,1.07,0,0,0,0,0,0,0,0,0,26.74,2.14,3.21,0,1.07,0,5.35,1.07,5.35,0,0,5.35,0,0,0,0,2.14,0,0,0
21Day,1.34,0,9.37,12.05,0,5.35,0,0,0,0,6.69,2.68,1.34,18.74,0,8.03,13.39,6.69,0,0,0,5.35,2.68,0,0,0,1.34,1.34,2.68,0,0,0,0,0,0
3Month,0.32,2.88,11.2,31.36,0,0,2.56,13.76,1.92,0,234.52,6.08,0,391.3,5.12,7.36,10.56,10.88,1.92,0,2.88,92.47,0.64,0.64,0.96,0.64,0,3.52,38.71,0,0,0.64,0.96,5.76,3.84
22Month,0,9.84,25.15,30.61,0,0,2.19,13.67,4.92,6.01,685.5,1.09,2.19,595.31,1.09,5.47,28.43,16.4,0,14.76,2.19,6.01,2.19,0,2.19,1.64,0.55,1.09,29.52,1.09,2.19,0,0.55,0,2.19
