stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,21.4,2.14,0,11.77,1.07,14.98,0,0,0,0,0,0,0,0,3.21,31.02,1.07,12.84,0,1.07,0,2.14,2666.99,70.61,6.42,9.63,34.23,0,0,32.09,0,1.07,4.28,0,0,0
21Day,14.72,0,0,25.43,2.68,26.77,2.68,0,2.68,0,5.35,0,1.34,1.34,0,13.39,5.35,21.42,0,0,0,0,997.21,17.4,8.03,6.69,13.39,14.72,1.34,16.06,5.35,5.35,5.35,0,0,2.68
3Month,0.32,1.28,0,14.4,0,0,0,1.6,2.56,0,19.52,3.52,0,5.44,0.64,5.44,4.48,13.12,6.72,0.32,0.96,1.92,5.76,0,7.36,0.32,0.64,0.64,8.64,0.64,0,0,0,1.28,0.96,1.6
22Month,0.55,3.83,0.55,6.01,0,0,0.55,2.73,8.75,1.64,82,2.73,0,10.93,0.55,0.55,3.83,10.93,1.09,1.64,0,0,14.21,0.55,12.03,1.09,0.55,0.55,16.95,1.09,0,0,0,0.55,0,1.09
