stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,24.52,0,0,0,0,16.35,122.59,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,11.77,4.28,0,10.7,0,6.42,0,0,0,0,0,0,0,0,0,1.07,11.77,3.21,18.19,0,0,0,0,1350.08,90.93,0,44.93,24.61,1.07,0,66.33,0,0,5.35,0,0,0
21Day,6.69,1.34,0,9.37,2.68,16.06,0,0,1.34,0,0,2.68,1.34,4.02,0,0,10.71,4.02,38.82,0,0,4.02,0,426.99,18.74,0,12.05,21.42,17.4,0,42.83,4.02,2.68,9.37,0,0,4.02
3Month,0.96,1.92,0.32,17.6,0.32,0,0.64,0.32,0.32,33.27,0.32,18.24,8,0.96,2.56,0.32,9.92,3.2,13.44,8.64,0.32,1.6,0,10.88,1.6,6.72,0.96,2.24,1.92,6.72,0.32,0,0,1.6,1.28,48.31,1.92
22Month,1.09,1.09,0.55,8.75,0,0,0.55,0,1.09,49.75,1.09,47.56,4.37,1.64,4.92,0,4.92,4.37,26.24,3.28,0,1.64,1.64,18.59,0.55,4.92,2.73,4.37,0,3.83,2.73,0.55,0,2.19,0,0,2.19
