stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,44.95,0,93.99,4.09,4.09,0,0,0,0,0,0,0,0,0,0,12.26,4.09,65.38,0,0,0,4.09,57.21,310.57,0,0,0,24.52,0,0,0,0,0,4.09,0,0,0
72hpf,20.33,21.4,0,27.81,3.21,3.21,0,0,0,1.07,0,0,0,0,0,5.35,36.37,0,79.16,0,1.07,1.07,1.07,272.8,48.14,1.07,0,0,62.05,0,0,9.63,1.07,1.07,6.42,0,0,0
21Day,28.11,6.69,1.34,24.09,1.34,8.03,0,0,1.34,2.68,0,0,0,4.02,0,2.68,18.74,8.03,73.62,1.34,0,9.37,0,101.73,28.11,1.34,2.68,0,34.8,9.37,0,2.68,1.34,2.68,6.69,0,0,0
3Month,0.32,8.32,0.32,24.32,0.64,0,0.64,0,2.56,2.88,0.64,49.91,1.92,0.64,5.44,2.24,8.64,4.16,27.84,9.28,0,5.12,1.6,1.6,0.64,2.88,0.64,0,2.56,0.64,13.12,0.32,0,0,0.64,6.72,2.88,9.28
22Month,2.19,23.51,0.55,33.89,0.55,0,3.28,0.55,1.64,2.73,25.15,154.16,1.64,1.09,9.84,1.09,9.84,8.2,64.51,0.55,10.93,5.47,0,1.09,1.64,2.73,0.55,1.09,0.55,1.64,5.47,1.09,1.09,0,0,1.09,0,9.29
