stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,2.14,0,0,0,0,0,0,0,0,0,1.07,7.49,1.07,0,0,0,0,0,4.28,1.07,0,0,2.14,1.07,0,0,0,0,0,0
21Day,0,0,0,10.71,0,1.34,0,0,0,0,0,0,0,0,0,4.02,1.34,0,0,0,0,0,2.68,0,0,0,1.34,0,0,0,0,0,0,0
3Month,0,0.64,1.6,14.72,0,0,0,2.56,0.96,0,25.92,0.64,0,10.88,1.6,2.88,3.84,1.6,0.32,0.32,1.28,3.2,0.32,0.64,1.28,0,0,0.64,5.76,0.32,0.32,0.64,1.92,1.92
22Month,0,0.55,0,1.64,0,0,0.55,0.55,1.64,0.55,28.97,1.64,1.09,4.92,0,0,2.73,1.09,0,1.64,0.55,0,0.55,0,1.09,0.55,0,0,0,0,0,0,0,1.09
