stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,28.6,0,0,0,0,4.09,126.68,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,0,4.28,2.14,3.21,0,0,0,0,0,0,0,0,3.21,11.77,1.07,5.35,0,0,0,2.14,84.51,43.86,0,0,10.7,1.07,0,4.28,1.07,1.07,0,0,0,0
21Day,12.05,0,0,14.72,1.34,14.72,20.08,0,0,0,1.34,1.34,4.02,2.68,4.02,5.35,6.69,28.11,0,0,6.69,0,29.45,28.11,0,1.34,10.71,6.69,0,6.69,1.34,6.69,2.68,0,0,0
3Month,0,3.52,0.96,18.56,0.64,0,0.64,1.6,5.12,0,25.92,1.6,0.32,9.92,2.24,6.4,5.44,7.04,2.56,0,2.88,3.52,0.64,0.32,1.28,0,0.64,1.92,10.88,0,0,0,0,5.76,8.32,3.52
22Month,0,2.19,1.64,8.2,0.55,0,0.55,1.09,4.92,2.73,54.12,3.83,2.73,13.12,1.09,0,4.92,7.11,0,1.64,1.64,0,0.55,0,1.09,2.19,1.64,0.55,2.73,1.64,0,0,0,0.55,0,2.73
