stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,40.86,0,0,0,0,8.17,200.23,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,5.35,0,2.14,0,0,0,0,0,0,0,0,2.14,3.21,0,13.91,0,2.14,0,0,38.51,21.4,1.07,1.07,5.35,0,0,4.28,0,0,0,0,0
21Day,1.34,4.02,0,16.06,2.68,5.35,4.02,0,2.68,0,0,0,1.34,0,0,0,0,17.4,0,1.34,4.02,0,34.8,13.39,0,4.02,10.71,2.68,0,4.02,1.34,1.34,0,0,2.68
3Month,0,1.6,0.64,16.32,0.32,0,0,1.6,2.24,0,11.52,1.92,0.64,5.44,1.28,8.64,1.28,4.48,0.96,0.32,1.6,1.28,1.28,0.32,0.64,3.84,0,1.28,14.4,1.6,0,0.32,1.28,7.36,1.28
22Month,0,0.55,0,3.83,0,0,0.55,0.55,4.37,4.37,42.64,2.73,2.73,4.92,0.55,3.28,3.83,4.37,0,2.19,0,0,1.64,0,0,5.47,0,0,1.64,6.56,0,0,0.55,0,0.55
