stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,28.6,0,0,0,4.09,0,0,0,0,4.09,0,0,0,0,4.09,4.09,4.09,24.52,0,0,0,4.09,8.17,138.94,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,1.07,1.07,1.07,0,0,0,0,0,0,0,0,0,1.07,0,6.42,14.98,2.14,3.21,0,0,0,1.07,9.63,10.7,0,0,0,5.35,0,0,1.07,1.07,0,0,0,0
21Day,4.02,1.34,0,8.03,0,8.03,0,1.34,0,0,1.34,0,0,1.34,0,1.34,0,4.02,2.68,1.34,14.72,0,0,0,0,12.05,6.69,0,0,0,9.37,1.34,0,4.02,0,0,0,0,0
3Month,0,0.32,0.96,10.88,0,0,0.64,0,0.32,1.92,1.6,0.32,0,40.31,4.48,0.64,5.44,1.6,2.88,1.6,4.48,2.24,0,1.28,0.96,0.64,0,0.32,0.96,0,0,1.28,4.48,0,0,0,0,1.28,1.92
22Month,0,1.09,0,4.92,0,0,0,0,0,0,3.83,3.28,0,159.62,1.64,1.09,7.11,0,1.09,6.56,4.37,0,1.64,0,0,0,0.55,1.64,0.55,0.55,0,0,1.09,0.55,0.55,0.55,0.55,0,3.28
